OverallQual,ExterQual,Foundation,BsmtQual,KitchenQual,FireplaceQu,GarageFinish,YearDiff,YearRemodAdd,1stFlrSF,GrLivArea,FullBath,GarageCars,Neighborhood,MasVnrType,HeatingQC,Fireplaces,MasVnrArea,GarageYrBlt,HouseStyle,Exterior1st,Exterior2nd,BsmtExposure,BsmtFinType1,GarageType,OverallCond,LotArea,BsmtFinSF1,LotFrontage,2ndFlrSF,SalePrice,no_garage,is_BsmtFinSF1_0,is_2ndFlrSF_0
5,1,6,2,0,1,1,16.439088914585778,86.31760866327848,7.170888478512505,7.170888478512505,1,2,5,1,2,0,0.0,1965,4,5,2,2,1,2,8,8.840869624091395,405,4.0943445622221,0,100000,0,0,1
7,1,6,3,2,1,1,0.0,87.64373932405991,6.638567789166521,7.344072850573066,2,2,20,1,4,0,0.0,2009,6,11,13,2,6,5,8,9.064157861798101,24,4.276666119016055,783,215200,0,0,0
8,2,6,3,2,4,2,4.324555320336759,87.42035562443262,7.145196134997171,7.768533300926033,2,3,23,2,4,1,673.0,1999,6,11,13,2,6,5,8,9.151651375627504,1163,4.406719247264253,1097,337000,0,0,0
8,2,6,3,3,4,3,4.6332495807108005,87.35323161475472,7.309212365692763,7.309212365692763,1,2,19,1,4,1,0.0,1995,4,9,9,3,1,5,8,9.164191715950203,437,3.4011973816621555,0,270000,0,0,1
9,2,6,3,3,4,3,-1.9999999998,87.62142600963232,7.317212408359839,7.317212408359839,2,2,20,4,4,1,284.0,2008,4,11,13,1,5,5,8,9.587886000086213,0,4.31748811353631,0,264132,0,1,1
7,1,3,3,1,3,1,7.3808315196468595,87.17398723843183,6.887552571664617,7.446585099157725,2,2,14,2,2,1,42.0,1988,6,8,8,1,6,5,8,9.251578279992428,394,4.382026634673881,734,196500,0,0,0
6,1,3,3,1,1,1,14.492422502470646,87.10667763978184,6.890609120147166,7.4673710669175595,2,1,11,1,4,0,0.0,1989,1,11,13,2,4,5,6,9.434123718577732,660,4.31748811353631,767,160000,0,0,0
7,2,6,3,2,4,3,0.8284271247461901,87.55445270895245,7.515344571180436,7.515344571180436,2,2,16,1,4,1,0.0,2004,4,11,13,1,6,5,8,9.116029692504942,24,4.248495242049359,0,216837,0,0,1
8,3,6,3,3,4,3,3.2915026221291805,87.50977600240098,7.432483807917119,8.095293776844649,3,3,22,2,4,1,603.0,2003,6,12,3,4,4,6,8,10.887511696444374,1416,3.8501476017100584,1589,538000,0,0,0
5,1,3,3,1,1,1,8.392304845413264,87.03931715820828,6.754604099487962,6.754604099487962,1,2,6,1,2,0,0.0,1983,3,5,2,3,6,2,8,8.889032571874742,685,4.174393929956461,0,134900,0,0,1
4,1,3,1,1,1,1,12.832396974191328,86.3402513014311,7.106606137727303,7.106606137727303,1,2,4,1,2,0,0.0,1951,4,5,2,1,1,2,8,9.09121894106832,836,4.204692619390966,0,102000,0,0,1
6,1,3,2,1,3,1,9.661903789690601,86.90444308357146,7.018401799069201,7.018401799069201,1,2,4,1,2,1,0.0,1976,5,10,10,3,4,2,8,8.964311948124514,422,4.543294782270004,0,107000,0,0,1
5,1,3,2,1,1,2,11.999999999999998,86.49858755935034,6.815639990074331,6.815639990074331,1,1,9,1,4,0,1.0,1958,4,5,2,1,3,5,8,9.225228984469933,456,4.248495242049359,0,114500,0,0,1
8,2,6,3,2,4,3,0.0,87.57678270623478,7.587310506022615,7.587310506022615,2,3,24,2,3,1,375.0,2006,4,11,13,3,5,5,8,9.56282655529346,0,4.700480365792417,0,395000,0,1,1
6,1,6,4,1,1,3,4.6332495807108005,87.39798655450802,7.093404625868766,7.093404625868766,2,2,11,2,4,0,320.0,1998,4,11,13,1,6,5,8,8.411832675758411,866,3.4657359027997265,0,162000,0,0,1
7,2,6,3,2,1,2,0.0,87.57678270623478,7.3864708488298945,7.3864708488298945,2,3,16,2,4,0,240.0,2005,4,11,13,3,6,5,8,9.324561516066206,20,4.454347296253507,0,221500,0,0,1
5,1,3,2,1,2,1,9.313708498984761,86.85943956609226,6.795705775173514,6.795705775173514,1,2,6,1,2,1,0.0,1974,4,8,10,1,4,5,8,9.499271663828395,762,4.605170185988092,0,142500,0,0,1
5,1,1,0,1,3,1,8.954451150103322,86.92693630166285,7.61085279039525,7.61085279039525,2,2,12,2,2,2,320.0,1977,4,10,10,0,0,2,8,9.035986984831405,0,4.0943445622221,0,144000,0,1,1
6,1,3,3,1,1,1,8.77032961426901,86.92693630166285,6.911747300251674,6.911747300251674,1,2,11,2,2,0,90.0,1977,3,10,12,4,6,5,8,9.261983605128021,975,4.356708826689592,0,135000,0,0,1
7,1,6,3,1,3,3,4.92820323027551,87.35323161475472,7.133295954896068,7.133295954896068,2,2,13,2,3,1,38.0,1995,4,8,8,1,5,5,8,8.971448463693834,0,4.143134726391533,0,176000,0,1,1
6,2,6,3,2,1,2,5.483314773547882,87.26365441768559,6.697034247666484,7.3796321526095525,2,2,12,1,4,0,0.0,1992,6,11,13,1,4,5,8,8.875287128108384,387,4.174387269895637,793,175900,0,0,0
7,2,6,3,2,1,2,3.6568542494923797,87.48742928478838,7.265429723253953,7.265429723253953,2,2,16,1,4,0,0.0,2001,4,11,13,1,5,5,8,9.697999717710333,0,4.204692619390966,0,187100,0,1,1
5,1,6,3,2,3,3,9.135528725660045,86.94942383174832,7.01211529430638,7.01211529430638,1,2,11,2,4,1,104.0,1978,3,10,10,3,6,5,5,9.116139576577355,1097,4.220990236702633,0,165500,0,0,1
6,1,3,2,1,4,0,17.390719429665314,87.46507698538016,6.60934924316738,7.302496423727326,2,0,3,1,4,1,0.0,1950,2,5,3,1,5,0,5,8.748304912379623,0,3.5553480614894135,742,128000,1,1,0
6,1,3,2,1,4,1,10.96148139681572,86.70174744614673,7.201916317531627,7.201916317531627,2,2,14,1,2,1,0.0,1967,4,9,2,1,3,5,8,9.189116735524555,251,4.215021167527967,0,161500,0,0,1
5,1,6,1,1,1,1,17.493588689617926,86.31760866327848,6.873163834212518,7.409741954080923,2,1,3,1,2,0,0.0,1961,1,6,4,1,1,2,5,9.287301413112312,686,4.0943445622221,686,139000,0,0,0
7,2,6,3,2,1,2,2.8989794855663558,87.53211714239757,6.862757913051401,7.642044402873258,2,2,12,1,4,0,0.0,2004,6,11,13,1,6,6,8,9.224440496354964,656,4.330733340286331,1128,233000,0,0,0
4,1,3,2,1,1,1,12.696938456699069,87.44271909999158,6.803505257608338,6.803505257608338,1,1,3,1,4,0,0.0,1954,4,6,4,1,5,2,6,8.699514748210191,0,3.912023005428146,0,107900,0,1,1
6,1,3,2,2,1,3,10.806248474865699,87.59910713840847,6.883462586413092,7.643482907077201,2,2,17,2,3,0,157.0,1966,6,8,8,4,1,5,4,9.40960098282706,568,4.25319804490729,1111,187500,0,0,0
7,2,6,3,2,4,3,2.0,87.57678270623478,7.0431599159883405,7.0431599159883405,2,2,15,2,4,1,11.0,2005,4,11,13,1,6,5,8,8.065265208897733,16,3.7612001156935624,0,160200,0,0,1
6,1,6,3,1,3,2,9.135528725660045,86.90444308357146,6.967909201801884,6.967909201801884,1,2,11,1,2,2,0.0,1976,5,8,8,3,4,5,8,9.335474102732949,539,4.192773585767613,0,146800,0,0,1
7,2,6,3,1,3,1,4.6332495807108005,87.37561188601732,7.027314514039777,7.607381425639791,2,2,23,1,4,1,0.0,1997,6,6,4,3,6,5,8,9.20230820027892,862,4.5217885770490405,886,269790,0,0,0
8,2,6,3,2,1,3,-1.9999999998,87.59910713840847,7.310550158534422,7.310550158534422,2,2,20,4,4,0,140.0,2007,4,12,14,3,5,5,8,9.12238309321704,0,4.330733340286331,0,225000,0,1,1
7,2,6,3,2,3,3,5.483314773547882,87.35323161475472,6.990256500493881,7.546974117516527,2,2,13,1,4,1,0.0,1994,6,6,4,1,5,5,8,9.290259995152056,0,4.263232198726472,809,194500,0,1,0
6,1,3,3,1,3,1,8.954451150103322,87.01685233707155,6.78897174299217,7.355001921105257,2,2,12,2,2,1,130.0,1980,6,8,8,1,5,5,5,9.035986984831405,0,4.248495242049359,676,171000,0,1,0
6,1,3,2,1,3,2,8.954451150103322,86.92693630166285,7.158513997329321,7.158513997329321,1,2,6,2,4,1,148.0,1977,4,10,10,1,5,5,8,9.011523512653032,0,4.2626798770413155,0,143500,0,1,1
5,1,3,2,1,1,1,12.832396974191328,86.3855191759374,6.650279048587422,6.650279048587422,1,1,9,1,3,0,0.0,1953,4,11,13,1,2,5,8,8.945984124827898,570,4.04305126783455,0,110000,0,0,1
9,3,6,4,3,4,3,0.0,87.64373932405991,7.583756300707112,8.0519780789023,3,3,24,4,4,2,860.0,2009,6,11,13,1,5,6,8,9.511777409660299,0,4.6443908991413725,1174,485000,0,1,0
5,1,2,3,2,3,1,14.733200530681515,86.31760866327848,6.8885724595653635,7.477604243197589,1,1,8,2,4,2,252.0,1939,1,5,2,1,4,2,6,8.881836305004146,569,4.0943445622221,787,175000,0,0,0
6,1,6,3,2,1,2,4.6332495807108005,87.37561188601732,6.423246963533519,7.431299675155903,2,2,17,1,3,0,0.0,1997,6,11,13,4,6,5,8,9.457044187699406,462,4.3694478524670215,1072,200000,0,0,0
4,1,3,2,1,1,1,17.07878402833891,87.21883209278185,7.086737934510577,7.086737934510577,1,2,1,1,4,0,0.0,1957,4,6,4,1,1,2,6,8.476371196895983,197,3.6888794541139363,0,109900,0,0,1
7,2,6,3,2,4,3,1.4641016151377548,87.55445270895245,6.590301048196686,7.283448228756631,2,2,16,1,4,1,0.0,2005,6,4,3,3,6,5,8,9.011767474596178,648,4.143134726391533,728,189000,0,0,0
9,3,6,4,3,4,2,0.0,87.64373932405991,7.458186157340487,7.945201132412759,3,3,24,4,4,1,424.0,2009,6,11,13,4,5,6,8,9.53899642739739,0,4.672828834461906,1088,582933,0,1,0
5,1,3,2,1,1,1,12.422205101855958,86.40814442120136,7.028201432058005,7.028201432058005,1,1,9,1,2,0,0.0,1954,4,5,2,1,1,5,8,9.104979856318357,812,4.31748811353631,0,118000,0,0,1
7,2,6,3,3,1,2,-1.9999999998,87.62142600963232,7.2640301428995295,7.2640301428995295,2,2,20,4,4,0,256.0,2008,4,11,13,1,5,5,8,9.415238482949043,0,4.51085950651685,0,227680,0,1,1
5,1,6,2,1,1,3,10.489995996796795,86.70174744614673,6.887552571664617,6.887552571664617,2,1,9,1,3,0,0.0,1967,5,11,13,3,4,5,8,9.185022563991893,400,4.31748811353631,0,135500,0,0,1
5,1,3,2,2,3,2,16.547236990991404,87.53211714239757,6.977281341630747,7.362645270417825,1,2,5,1,4,1,0.0,1923,6,5,2,4,6,5,5,9.970398257818754,1309,4.969813299576001,504,223500,0,0,0
5,1,3,2,1,4,2,10.649110640673516,86.67919710958145,6.990256500493881,6.990256500493881,1,2,9,2,2,1,1047.0,1966,5,11,13,3,4,5,8,9.503009985939002,516,4.442651256490317,0,159950,0,0,1
5,1,6,2,1,1,1,19.071307505705477,86.65664103720601,6.980075940561763,7.6676260915849905,2,2,3,1,2,0,0.0,1910,2,3,1,1,5,2,8,8.99961934066053,0,4.499809670330265,1063,106000,0,1,0
6,1,3,2,2,2,2,9.313708498984761,87.42035562443262,7.1770187659099,7.1770187659099,1,2,14,2,1,1,99.0,1974,4,8,8,1,4,5,5,9.224243277145174,663,4.356708826689592,0,181000,0,0,1
6,2,6,3,2,4,3,2.0,87.53211714239757,6.742880635791903,6.742880635791903,1,2,16,2,4,1,169.0,2004,4,11,13,4,6,5,8,8.39795910349254,662,4.189247452392418,0,144500,0,0,1
5,0,3,2,0,1,1,13.231546211727816,86.36288813749808,6.950814768442584,6.950814768442584,1,2,1,1,2,0,0.0,1952,4,5,2,3,5,3,8,9.072456664612796,0,4.189654742026425,0,55993,0,1,1
6,1,3,2,1,1,2,11.999999999999998,86.49858755935034,7.273786317844895,7.273786317844895,1,1,9,2,3,0,243.0,1958,4,6,4,1,3,5,5,9.185022563991893,608,4.31748811353631,0,157900,0,0,1
5,1,2,2,0,1,1,16.761663039293722,86.31760866327848,6.530877627725885,7.1308988302963465,1,1,4,1,3,0,0.0,1955,1,7,6,1,5,2,6,9.017726025696795,0,3.8066624897703196,564,116000,0,1,0
7,1,6,3,2,1,2,4.92820323027551,87.39798655450802,7.415175109613295,7.415175109613295,2,2,16,2,4,0,442.0,1998,4,11,13,1,5,5,8,9.404013917106361,0,3.871201010907891,0,224900,0,1,1
5,1,3,2,1,4,2,12.422205101855958,86.40814442120136,6.915723448631314,6.915723448631314,1,1,9,1,3,1,0.0,1954,4,9,9,1,2,5,5,9.343559215762406,486,4.17766204290035,0,137000,0,0,1
8,2,6,3,2,4,2,2.8989794855663558,87.48742928478838,7.4318919168078,7.4318919168078,2,3,11,2,4,2,148.0,2002,4,12,14,1,6,5,8,9.49288426657184,1218,4.3667906629993585,0,271000,0,0,1
6,1,3,2,1,1,1,10.489995996796795,86.79189152169245,6.9584483932976555,6.9584483932976555,1,2,17,2,3,0,80.0,1971,5,8,8,3,6,5,6,9.084323531392696,504,4.382026634673881,0,155000,0,0,1
7,2,6,3,2,4,2,0.0,87.66604708583958,7.213768308118642,7.213768308118642,2,2,24,4,4,1,128.0,2010,4,11,13,2,6,5,8,8.759511722116487,733,3.784189633918261,0,224000,0,0,1
7,2,6,3,2,1,2,2.4721359549995796,87.50977600240098,6.682108597449809,7.402451520818244,2,2,16,1,4,0,0.0,2003,6,11,13,1,5,5,8,8.885440911707585,0,4.276666119016055,842,183000,0,1,0
4,0,3,1,1,1,1,12.966629547095769,86.3855191759374,6.841615476477592,6.841615476477592,1,2,3,1,2,0,0.0,1974,4,6,4,1,5,2,3,8.699514748210191,0,4.0943445622221,0,93000,0,1,1
7,2,6,3,2,4,3,2.0,87.50977600240098,6.741700694652055,7.457609289715606,2,2,13,1,4,1,0.0,2003,6,11,13,4,5,6,8,9.424967763522053,0,4.305814204138439,886,225000,0,1,0
6,1,2,2,1,4,1,14.613247725836153,86.31760866327848,6.8501261661455,7.305860032684009,2,1,8,1,2,1,0.0,1940,1,11,13,1,5,2,6,9.20029003612268,0,4.0943445622221,545,139500,0,1,0
8,2,6,3,2,4,2,-1.9999999998,87.57678270623478,7.305860032684009,7.305860032684009,2,2,20,1,4,1,0.0,2006,4,11,13,1,5,5,8,9.325096609274372,0,4.394449154672439,0,232600,0,1,1
10,3,6,4,3,4,3,0.0,87.62142600963232,7.642044402873258,7.642044402873258,2,3,24,2,4,1,816.0,2007,4,12,14,3,6,5,8,9.602585141913492,1636,4.736198448394496,0,385000,0,0,1
5,1,2,2,2,1,0,16.33030277982336,86.31760866327848,6.664409020350408,6.664409020350408,1,0,5,1,3,0,0.0,1950,0,6,4,1,4,0,5,8.720950028930258,784,3.912023005428146,0,109500,1,0,1
7,2,6,3,2,3,2,3.6568542494923797,87.46507698538016,7.2682230211595655,7.2682230211595655,2,2,12,1,4,1,0.0,2001,4,11,13,1,6,5,8,9.05122740031911,20,4.174387269895637,0,189000,0,0,1
5,1,6,2,1,1,3,10.96148139681572,86.70174744614673,7.05617528410041,7.661997558901893,2,2,17,1,2,0,0.0,1967,6,10,10,4,1,5,8,10.264582712908352,249,4.249589877312566,966,185000,0,0,0
7,2,6,3,2,1,2,0.0,87.55445270895245,6.253828811575473,7.109062135687172,2,2,20,1,4,0,0.0,2005,6,6,4,1,5,2,8,7.841492924460013,0,3.1780538303479458,623,147400,0,1,0
6,1,3,2,1,4,2,12.282856857085699,86.47598544237866,7.238496840894365,7.238496840894365,1,2,9,2,2,2,387.0,1957,4,8,8,1,3,5,8,9.38429367909962,1040,4.382026634673881,0,166000,0,0,1
7,1,6,3,2,1,2,0.0,87.55445270895245,6.253828811575473,7.090076835776092,2,2,20,1,4,0,0.0,2005,6,6,4,1,5,2,8,8.064636475774222,0,3.4011973816621555,600,151000,0,1,0
7,2,6,3,2,3,2,3.2915026221291805,87.50977600240098,6.846943139585379,7.511524648390866,2,2,16,2,4,1,223.0,2003,6,11,13,1,6,5,5,9.16408698745872,483,3.784189633918261,888,237000,0,0,0
6,1,3,2,1,1,2,11.416407864998737,86.63407922464135,7.323830566202317,7.323830566202317,1,2,9,2,2,0,180.0,1964,4,8,10,1,3,5,5,9.21074029199751,196,4.605170185988092,0,167000,0,0,1
5,1,3,2,1,1,1,11.711309200802088,86.56635930193812,7.042286171939743,7.042286171939743,1,2,9,2,3,0,136.0,1961,4,11,13,1,3,5,5,8.971448463693834,572,4.31748811353631,0,139950,0,0,1
4,1,3,3,2,1,1,13.491933384829666,87.33084573650919,6.9726062513017535,6.9726062513017535,2,2,6,1,2,0,0.0,1996,4,11,8,1,2,5,6,9.169518377455928,442,4.0943445622221,0,128000,0,0,1
5,1,2,2,1,1,1,13.362291495737217,86.83692925805124,7.351799869057777,7.351799869057777,1,2,3,1,3,0,0.0,1948,4,11,13,1,3,2,5,8.99961934066053,338,4.499809670330265,0,153500,0,0,1
6,1,3,2,1,1,1,9.83215956619923,86.83692925805124,6.180016653652572,6.894670039433482,1,1,2,2,2,0,158.0,1973,6,8,8,1,2,2,8,7.426549072397305,330,3.044522437723423,504,100000,0,0,0
5,1,6,3,2,1,1,5.211102550927978,87.57678270623478,7.002155954403621,7.002155954403621,1,1,16,1,4,0,0.0,1999,4,11,13,1,5,5,5,9.161675199994901,0,4.31748811353631,0,144000,0,1,1
5,1,3,2,1,1,1,13.748015748023622,87.33084573650919,6.643789733147672,7.090076835776092,1,1,4,1,4,0,0.0,1946,1,6,4,1,2,2,5,9.37305428246393,352,4.248495242049359,432,130500,0,0,0
6,1,2,2,0,1,1,16.220867158288602,86.31760866327848,6.697034247666484,7.301147805856032,2,1,8,1,2,0,0.0,1934,6,5,2,1,2,2,4,9.405495886750224,156,4.182312325663433,672,140000,0,0,0
5,1,6,2,2,0,1,18.396078054371138,87.48742928478838,6.86484777797086,7.338888133838879,2,2,3,1,3,1,0.0,1983,6,6,4,1,5,2,4,9.25339986143663,0,4.0943445622221,581,157500,0,1,0
6,1,3,2,1,1,2,10.96148139681572,86.67919710958145,7.060476365999801,7.060476365999801,1,2,9,2,2,0,183.0,1966,5,8,8,4,3,5,6,9.10719961305667,312,4.406719247264253,0,174900,0,0,1
5,1,3,2,1,1,0,11.564659966250536,86.56635930193812,7.495541943884256,7.495541943884256,2,0,9,1,4,0,0.0,1950,4,9,9,1,5,0,3,8.987196820661973,0,4.382026634673881,0,141000,1,1,1
5,1,2,2,1,4,1,17.287301521985913,86.31760866327848,6.775366090936392,7.255591274253665,1,3,3,1,3,1,0.0,1949,1,5,2,2,5,2,4,9.446597562435775,0,4.605170185988092,540,153900,0,1,0
5,1,3,3,1,3,3,9.313708498984761,87.01685233707155,7.438971592395862,7.438971592395862,2,2,6,1,2,2,0.0,1975,3,8,8,4,4,3,8,9.719985298994011,1390,4.229139960606437,0,171000,0,0,1
7,2,6,3,2,3,1,6.0,87.28605714219886,6.913737350659685,7.4815557019095165,2,2,12,2,4,1,137.0,1993,6,8,8,1,4,5,8,9.139595967450425,513,4.31748811353631,769,213000,0,0,0
5,1,3,2,1,2,1,10.165525060596439,86.81441324469807,6.761572768804055,6.761572768804055,1,1,16,1,4,1,0.0,1972,4,8,10,3,2,5,5,9.650078074026442,460,3.58351893845611,0,133500,0,0,1
6,1,2,2,1,4,1,18.000000000000004,87.37561188601732,7.175489713624222,7.765569081097317,3,2,17,1,2,1,0.0,1908,1,5,2,1,5,2,4,10.727662995502477,0,4.31748811353631,1051,240000,0,1,0
6,2,3,2,1,3,2,9.135528725660045,87.30845424706443,6.9975959829819265,7.5256399750415355,2,2,19,2,4,1,360.0,1976,5,10,10,1,5,5,6,9.169518377455928,0,4.382026634673881,761,187000,0,1,0
6,2,6,3,2,1,3,2.0,87.50977600240098,6.742880635791903,6.742880635791903,1,2,16,2,4,0,170.0,2003,4,11,13,3,6,5,8,8.39728289474368,659,3.58351893845611,0,131500,0,0,1
8,2,6,3,2,3,3,1.4641016151377548,87.50977600240098,7.283448228756631,7.283448228756631,2,2,15,2,4,1,40.0,2003,4,11,13,4,5,5,8,8.069655306886165,0,4.29205169625951,0,215000,0,1,1
7,1,3,2,1,4,1,14.248076809271918,86.31760866327848,6.822197390620491,7.406103381237015,2,1,18,1,3,2,0.0,1941,2,6,4,1,3,2,8,8.871785969150645,364,3.970291913552122,728,164000,0,0,0
6,1,3,2,1,2,2,11.416407864998737,86.63407922464135,7.275864600546533,7.275864600546533,1,2,9,2,2,1,115.0,1964,5,6,8,4,3,5,5,9.400547423044127,564,4.209768843570794,0,158000,0,0,1
5,1,3,2,1,4,1,12.282856857085699,86.85943956609226,7.483806687665835,7.483806687665835,1,2,6,1,2,1,0.0,1955,4,5,10,2,4,5,3,9.793672686528922,306,4.624972813284271,0,170000,0,0,1
5,1,3,2,1,1,1,11.85640646055102,87.66604708583958,6.946975992135418,6.946975992135418,1,1,6,1,4,0,0.0,1962,4,8,8,1,4,2,4,8.83884181343129,659,4.162003037765082,0,127000,0,0,1
6,1,3,3,1,1,1,8.954451150103322,86.94942383174832,6.933423025730715,6.933423025730715,1,2,16,1,2,0,0.0,1981,5,10,8,4,6,2,5,9.302919553269277,505,4.193079619270893,0,147000,0,0,1
6,1,6,3,1,3,3,5.745966692414834,87.33084573650919,6.553933404025811,7.300472814267799,2,2,13,1,3,1,0.0,1994,6,8,8,1,5,5,8,9.002701007197938,0,4.174387269895637,779,174000,0,1,0
7,1,3,3,1,3,2,9.489125293076057,86.90444308357146,7.222566018822171,7.222566018822171,2,2,14,2,2,1,189.0,1976,4,8,8,1,5,5,8,9.249561085129464,0,4.382026634673881,0,152000,0,1,1
6,1,3,2,2,4,1,10.328828005937952,87.08422980528033,7.321188556739478,7.8838232148921525,2,2,14,2,2,1,220.0,1968,6,8,8,2,2,5,6,9.308283446306147,619,4.339413950969204,1142,250000,0,0,0
7,2,2,2,2,4,1,16.867962264113206,87.39798655450802,6.815639990074331,7.262628600974241,1,1,18,1,3,1,0.0,1925,1,5,2,1,5,2,4,8.941414628006845,0,4.007333185232471,514,189950,0,1,0
5,1,6,2,1,1,1,11.416407864998737,86.65664103720601,6.946013991099227,6.946013991099227,1,2,6,1,4,0,0.0,1965,4,10,8,2,2,5,3,9.360913230455557,841,4.31748811353631,0,131500,0,0,1
6,1,6,3,1,1,1,8.19803902718557,87.10667763978184,7.00033446027523,7.00033446027523,2,2,12,1,2,0,0.0,1986,4,8,10,1,6,5,8,9.176990392294629,338,4.394449154672439,0,152000,0,0,1
5,1,3,2,1,1,1,12.14213562373095,86.52118390532293,7.045776576879511,7.045776576879511,1,1,9,1,2,0,0.0,1959,4,9,10,1,2,5,8,8.97853441008332,1148,4.248495242049359,0,132500,0,0,1
7,2,6,4,2,1,3,0.0,87.62142600963232,7.22402480828583,7.22402480828583,2,2,20,1,4,0,0.0,2008,4,11,13,1,5,5,8,9.064157861798101,0,4.276666119016055,0,250580,0,1,1
5,1,3,2,1,1,1,10.489995996796795,86.76936408468859,6.90975328164481,6.90975328164481,1,2,9,2,2,0,76.0,1973,4,6,4,1,2,2,5,9.07680897935166,828,4.19537189010802,0,148500,0,0,1
8,2,6,3,2,4,2,0.0,87.59910713840847,7.406103381237015,7.406103381237015,2,3,21,4,4,1,274.0,2007,4,11,13,3,5,5,8,9.273878392780171,0,4.204692619390966,0,248900,0,1,1
4,1,3,2,0,1,2,11.564659966250536,86.56635930193812,7.02108396428914,7.02108396428914,1,2,6,1,2,0,0.0,1961,4,11,13,1,4,5,8,8.84937050375457,932,4.442651256490317,0,129000,0,0,1
5,1,1,0,1,3,1,13.231546211727816,86.31760866327848,7.344072850573066,7.749322464660356,2,2,13,1,3,1,0.0,1979,6,10,10,0,0,5,5,9.599811590329997,0,4.226184103658677,720,169000,0,1,0
7,2,6,3,2,3,3,6.246211251235321,87.30845424706443,6.967909201801884,7.575071699507561,2,2,12,2,4,1,246.0,1993,6,6,4,1,6,5,8,9.204121072162266,750,4.382026634673881,887,236000,0,0,0
5,1,3,2,1,1,1,11.711309200802088,86.58893836140038,6.795705775173514,6.795705775173514,1,1,9,1,3,0,0.0,1962,4,6,4,1,5,2,8,8.794824928014517,0,4.0943445622221,0,109500,0,1,1
6,1,6,3,2,1,2,4.92820323027551,87.39798655450802,6.6895992691789665,7.427738840532894,2,2,16,2,4,0,116.0,1998,6,11,13,1,6,5,8,9.07680897935166,505,4.248495242049359,878,200500,0,0,0
5,2,4,2,2,1,1,12.832396974191328,87.35323161475472,6.813444599510896,6.813444599510896,1,2,9,1,3,0,0.0,1953,4,4,3,3,5,5,6,9.092907275084087,0,4.30406509320417,0,116000,0,1,1
5,2,3,2,1,4,1,13.491933384829666,86.31760866327848,6.943122422819428,7.145196134997171,1,1,9,1,3,1,0.0,1949,4,8,8,1,3,5,6,9.404590499635411,375,4.0943445622221,0,133000,0,0,1
5,1,3,2,1,1,1,14.492422502470646,86.31760866327848,6.516193076042964,7.030857476116121,1,1,3,1,4,0,0.0,1941,1,5,2,1,5,2,5,8.651724084373843,0,3.9512437185814275,455,66500,0,1,0
8,2,6,3,3,4,3,-1.9999999998,87.59910713840847,7.076653815443951,7.867105500316739,2,2,20,1,4,1,0.0,2007,6,12,14,3,6,6,8,9.104979856318357,64,4.31748811353631,1426,303477,0,0,0
4,1,6,2,1,1,1,11.2664991614216,86.61151166750291,6.946975992135418,6.946975992135418,1,2,11,1,3,0,0.0,1963,4,8,10,4,4,5,8,10.138006161871843,633,4.543294782270004,0,132250,0,0,1
9,2,6,4,3,4,3,2.4721359549995796,87.55445270895245,7.2875606403097235,7.707062655370473,2,3,24,4,4,1,216.0,2004,6,11,13,1,6,5,8,9.086363192156472,1170,4.30406509320417,762,350000,0,0,0
5,1,3,2,2,1,1,11.999999999999998,87.33084573650919,7.051855622955894,7.051855622955894,1,2,6,1,2,0,0.0,1987,3,8,8,3,4,2,6,9.374328222081633,899,4.477336814478207,0,148000,0,0,1
5,2,3,2,1,1,1,9.135528725660045,87.55445270895245,6.761572768804055,6.761572768804055,1,1,16,2,4,0,90.0,1978,4,11,13,1,4,5,4,8.85366542803745,646,4.176884888976458,0,136500,0,0,1
5,1,6,4,1,1,3,0.8284271247461901,87.57678270623478,6.993932975223189,6.993932975223189,1,2,4,1,3,0,0.0,2005,4,11,13,1,4,5,8,8.857088135314953,980,4.0943445622221,0,157000,0,0,1
7,2,3,3,2,3,2,6.246211251235321,87.2412460692924,7.079184394609668,7.448333860897476,2,2,21,2,4,1,117.0,1990,1,8,8,2,1,5,8,9.52937575208596,902,3.784189633918261,530,187500,0,0,0
6,1,6,3,1,3,2,6.246211251235321,87.28605714219886,6.694562058521095,7.373374309910049,2,2,13,1,3,1,0.0,1993,6,11,13,1,5,6,8,9.173261363734762,0,4.239417192935299,785,178000,0,1,0
4,2,6,2,1,1,1,17.390719429665314,86.31760866327848,6.860663671448287,7.709756864454165,1,1,8,1,2,0,0.0,1997,7,5,2,1,5,2,8,8.73294952429643,0,4.0943445622221,795,118500,0,1,0
5,1,3,2,1,1,2,10.96148139681572,86.70174744614673,6.79346613258001,6.79346613258001,1,1,9,2,2,0,60.0,1967,4,8,8,1,2,5,8,8.874867635688053,432,4.174387269895637,0,100000,0,0,1
9,2,6,4,2,3,3,4.000000000000001,87.44271909999158,7.443663683115591,7.443663683115591,2,2,20,2,4,1,60.0,1999,4,6,4,3,6,5,8,8.540714386457584,1238,3.912023005428146,0,328900,0,0,1
5,1,3,2,1,1,3,11.711309200802088,87.55445270895245,7.445417556701687,7.445417556701687,2,2,9,2,4,0,122.0,2005,4,6,4,1,1,5,8,9.035153304082828,528,4.248495242049359,0,145000,0,0,1
5,1,6,2,1,1,1,12.560219778561038,86.43076387773658,6.77078942390898,7.239214973779806,1,1,4,1,2,0,0.0,1955,1,6,4,1,5,5,6,9.709052927858371,0,4.07753744390572,521,135500,0,1,0
